Video ID,Published At,Keyword,Likes,Comments,Views
9QW7CORIoFw,02/07/2022,animals,37,1,31343
1mQqbvu0gqo,24/08/2022,animals,371,19,23448
aoU_voPfm2I,11/08/2022,animals,2382,114,104246
wX78iKhInsc,10/05/2013,education,137327,6197,6216027
S294zRodS_4,15/01/2018,education,9368,279,398061
rhgwIhB58PA,09/07/2021,education,431284,33369,10450206
HndV87XpkWg,13/05/2015,education,23130,1323,1188153
XlnspY2wOVw,21/08/2022,education,2639,1009,131943
hreYh2Yha4A,08/12/2017,education,881,17,45584
y3fm6wNzK70,30/01/2021,education,7110,374,262959
bLPCVGigTrw,24/01/2022,education,34575,350,1309077
T-JVpKku5SI,27/08/2020,education,4560,144,150633
IAgTv8b20Dg,30/05/2019,education,26171,577,1451335
ovxXYMsz37g,11/06/2022,education,3749,715,167574
MAe_w9a_IN8,25/07/2008,education,50074,3095,7178954
q5JWp47z4bY,29/07/2020,education,37645,2115,753025
zDZFcDGpL4U,14/10/2010,education,130817,6868,17103736
VxoXfpr6spc,05/02/2021,education,222713,12557,6281449
2Yt6raj-S1M,06/02/2015,education,310589,23024,6701666
ZDAdi6ZLktc,01/04/2019,education,3121,104,143605
PAlgOvXOewM,16/08/2022,education,908,932,37905
I0dKGM_B3ys,24/08/2022,education,1445,296,6611
BvbxH9PFcSI,23/08/2022,education,2951,580,63675
JggwEgBFm3o,10/08/2022,education,1237,709,65745
XLYqTZKEpvs,20/04/2015,education,32962,2355,3371830
j0uw7Xc0fLk,08/10/2018,education,19436,1683,940004
BzOrENKvfV4,23/08/2022,education,324,51,6631
3NPXe9tqAfc,23/08/2022,minecraft,6559,257,157301
D3Xz9SwOi7I,24/08/2022,minecraft,28195,2588,943664
p-poNhIoWI8,24/08/2022,minecraft,992,18,59749
06mX6Af3Amg,23/08/2022,minecraft,1796,47,77345
yQHIbI5eFe0,24/08/2022,minecraft,5524,526,206418
ysfw9ccb-vE,24/08/2022,minecraft,9633,179,88788
CrUkeMM-gis,23/08/2022,minecraft,17548,664,481643
F530cN4t4-I,24/08/2022,minecraft,28878,605,544761
QCY71hdGOl8,24/08/2022,minecraft,12675,909,167962
zDv2B606lvg,07/02/2021,minecraft,345943,11838,18380002
hI-NdCkqPEU,24/08/2022,minecraft,2586,98,52954
zRRCD_hYiLI,24/08/2022,minecraft,98631,3188,1044608
D6S4wlmGs8Y,24/08/2022,minecraft,1809,65,94188
2DvcGeGCU18,24/08/2022,minecraft,23676,1913,167863
1r4rKBVHki8,24/08/2022,minecraft,31710,456,444036
#NAME?,23/08/2022,minecraft,1333,22,119487
E5sYdqtJzHw,11/08/2022,minecraft,54092,2452,1655085
STMEBpBHvAo,24/08/2022,minecraft,16605,849,183096
dUdp_MSKMwA,23/02/2022,minecraft,287909,6424,23169378
G5Wdx2v2LYY,24/08/2022,minecraft,11316,850,187063
2yYybr_dFwk,24/08/2022,minecraft,12935,80,129591
gjjGa8eIRk4,24/08/2022,minecraft,4279,171,188490
iZ3fFX_xeqg,24/08/2022,minecraft,2815,79,97537
P891I3YCQf0,21/08/2022,minecraft,11751,659,408227
kdfO2S83VFo,24/08/2022,minecraft,7246,464,88247
ycS19p7EgNM,23/08/2022,minecraft,26848,239,273349
RoaX4PPi6Mo,24/08/2022,minecraft,5675,54,70181
4Uhqaf5ERfs,20/08/2022,minecraft,64464,3171,1564078
vl9E6lND4V0,24/08/2022,minecraft,20892,622,795386
3F4VGLqrIIk,24/08/2022,minecraft,4510,264,276901
WlUv1FyeHdE,24/08/2022,minecraft,2990,160,42924
Z3KtXzvSXOo,24/08/2022,minecraft,10676,399,111027
_-OvXMbWFGw,13/08/2022,minecraft,35092,1804,1815767
NSh5SW8jgKE,24/07/2022,minecraft,88340,2982,6734947
4ItYIOFQ4Ek,24/08/2022,minecraft,1184,54,50148
RPZPjPmCheg,24/08/2022,minecraft,3396,116,145497
EkOFRoBW67s,24/08/2022,minecraft,1229,24,22525
YHl1X1Yc-mA,23/08/2022,minecraft,2716,53,66379
wwkH0prchjQ,30/07/2022,minecraft,1251353,71682,18565979
qx1pOY5KtoY,23/08/2022,minecraft,6642,312,314438
LeC5yJq4tsI,21/08/2022,minecraft,57527,1115,1204024
wVb7IkL690A,23/08/2022,minecraft,2779,83,187668
3qu5y7J2JcY,23/08/2022,minecraft,8260,1127,216482
nEqThvdVX2o,14/08/2022,minecraft,83345,4558,4452337
ketierIoqww,24/08/2022,minecraft,2963,193,50724
nBYjG5aApQE,23/08/2022,minecraft,37251,1452,389051
9G0t1bJEP4g,24/08/2022,minecraft,8560,152,107957
5BtAcOHt310,24/08/2022,minecraft,4160,122,218182
sFtL_3URKYw,24/08/2022,minecraft,3245,437,51716
WBK2_lD7KGA,24/08/2022,minecraft,298445,15610,3773387
VK67DyaJpj4,24/08/2022,sat,407,69,7163
_nEEYe9nvx8,19/08/2022,sat,506,35,10309
F1H7k_O_Cis,16/08/2021,sat,8860,238,140916
2RJ9vI-_G5k,16/08/2022,sat,586,83,12464
9Y5UOVGR1qc,28/11/2020,sat,51658,1455,876309
2wejLVabgKM,01/12/2019,sat,18806,1403,689166
naG265Nefoo,30/03/2021,sat,3562,118,87567
kSPcjmZdAuI,26/07/2020,sat,15128,639,338212
OCOlne56VYc,23/11/2019,sat,38148,3767,932919
yBCAv_NzzPQ,16/06/2016,sat,45253,4353,3243901
K0tyWm7nso0,13/07/2022,sat,669,95,24686
Ky4juPl-lK4,13/08/2020,sat,15036,1563,385709
WjVVwMGJ9S8,12/07/2019,sat,80947,5557,2706505
PIGkcF-H1Ho,22/02/2020,sat,21809,1899,549530
jZrHzU1orc8,08/07/2022,sat,1115,121,25201
5Q538rYLdvg,22/11/2021,sat,19894,1070,977299
f_S5png6OhY,28/09/2020,sat,18698,1258,400968
7zjPapUDRMg,05/05/2022,sat,549,69,17195
k1VOUvAjUDo,25/10/2019,sat,70001,2654,1879805
KXF9u9iZRM8,28/11/2020,sat,10660,363,196727
2ycFoqPEYG4,03/03/2020,sat,70562,3866,2535222
kOC2QswhrXM,02/08/2022,sat,1786,257,30191
PJRhPrLJ4Oo,24/05/2015,sat,48633,4129,4154143
vnF2zqwI8oY,06/03/2021,sat,9624,864,240450
i-jFcw-lGho,16/08/2020,sat,9354,766,210192
-9hjdvULDyc,11/03/2022,sat,503,52,13591
uQr-I8OsSjo,05/01/2019,sat,30046,2138,674979
MDoc0qoKSHA,08/11/2018,sat,863,102,61085
ht5vd3wNw0Y,08/03/2018,sat,7675,1875,327146
bb3ilyJAWfM,05/08/2022,sat,1218,258,45214
DrTNxpJl2Cg,28/11/2020,sat,13503,400,273900
mJ2ep2XoDS0,23/05/2022,sat,2043,257,25291
1nhGDFGkozk,17/10/2020,sat,1529,50,66259
PNslmbe6SW0,23/07/2022,sat,1111,40,20897
GAOHbxgVpcg,04/11/2021,sat,692,74,19220
rGqdj3BbpPw,19/01/2022,sat,25308,3426,897553
kh898pODd8s,12/08/2019,sat,4227,184,108874
w3Ma0Z08IFU,02/10/2021,sat,4144,895,419705
oRHWSya3XGE,22/09/2021,sat,4897,1299,231325
0X1_WUKvrno,22/07/2019,sat,12892,778,290351
_bs5A-sHfbU,31/05/2020,sat,22430,927,488575
9W69Q3M9thY,12/06/2019,sat,6383,330,258491
1xHy_imdXdc,06/01/2022,sat,1800,208,53207
TQWhk-eXLXc,14/07/2021,sat,2309,554,99569
QyTKhDGV7L0,11/06/2016,sat,86374,15363,8596384
Z3KKfGaGkbw,27/05/2021,sat,3083,140,55195
sIcJtXLMnRQ,23/04/2021,sat,3480,278,126212
1VBsWYKxDmo,15/01/2018,sat,9475,292,284841
Z1-8o3bH674,07/10/2011,sat,712273,32736,18116954
jdMNoQE3mIQ,20/08/2022,mrbeast,1962726,62540,37550877
2isYuQZMbdU,04/08/2022,mrbeast,3710978,224423,63310479
Hwybp38GnZw,04/06/2022,mrbeast,4493972,177471,99698731
tVWWp1PqDus,23/07/2022,mrbeast,2946965,131040,71968133
8kWrN2bgvSA,22/08/2022,mrbeast,302909,7693,8097268
hD1YtmKXNb4,09/04/2022,mrbeast,3550678,157803,93963115
U1bUwDxBu4Y,24/08/2022,mrbeast,142261,14797,2529954
0e3GPea1Tyg,24/11/2021,mrbeast,14259033,611757,285526909
LnlKwzc_TNA,19/03/2022,mrbeast,2897163,104483,85522922
zvkDF3Hvq-0,20/08/2022,mrbeast,207061,7997,4573945
fqq9TSkSe2U,15/08/2022,mrbeast,365592,7270,11123363
3jS_yEK8qVI,29/01/2022,mrbeast,3945358,145722,125670049
dg2Ag3e8W-Q,19/12/2020,mrbeast,3963124,728774,116842899
9bqk6ZUsKyA,27/03/2021,mrbeast,6055504,239172,191988678
pgvBPAsDf2A,25/07/2022,mrbeast,374130,26390,10280971
ILGQ-rJK5yg,20/08/2022,mrbeast,31521,926,889300
DuQbOQwVaNE,13/03/2021,mrbeast,2869906,119182,94508185
YyhKdOCwD7s,30/05/2019,mrbeast,2021442,121200,66999237
qIsgdOVGA04,23/10/2021,mrbeast,3514143,129023,97578090
QxGVgXf_LNk,05/10/2019,mrbeast,3557658,127113,160818375
JeTkMdw6RK8,22/05/2022,mrbeast,598389,19760,25367316
anFxsa5jXrE,12/10/2019,mrbeast,1572751,52457,91053784
RwnN2FVaHmw,30/11/2019,mrbeast,1511358,81100,69330547
n6qc4LHN2KQ,15/06/2019,mrbeast,1801566,76492,61197670
IWWv3dq4Gb4,21/05/2022,mrbeast,378105,9251,13637506
0nS_yE49vDI,23/08/2022,mrbeast,312575,1902,3392295
5orcB4yyjoU,14/06/2022,mrbeast,385059,10374,17321080
LeYsRMZFUq0,15/12/2020,mrbeast,4763784,174632,110124989
xRwy_rKc7gI,15/05/2019,mrbeast,2030057,81670,107126467
zxYjTTXc-J8,31/08/2021,mrbeast,4437532,109214,180766617
Xzkzp2Y1t0o,02/08/2022,mrbeast,367987,6645,11118461
RCvnytndd9c,08/06/2019,mrbeast,2135851,91698,93319974
fWcSBWadolA,01/06/2019,mrbeast,1080199,36374,37780348
2nd73lyvq4w,15/02/2019,mrbeast,1552125,67399,66839006
jgyTwWtvMdE,27/05/2022,mrbeast,446014,8278,20779962
Ooke4YZv8Ts,16/03/2019,mrbeast,2129926,91190,98750169
z6xXgUlBxwg,12/07/2022,mrbeast,319041,5526,9734303
erQ_9yEz0ls,03/07/2020,mrbeast,4120158,177881,136439525
uocETPj4Jx4,04/09/2021,mrbeast,3136265,101503,79882619
nopEs-K4ExM,09/07/2022,mrbeast,557743,19706,21747698
gL6iSCSHjco,17/08/2019,mrbeast,2121115,65601,92621700
F4Y3Pkn95GI,29/02/2020,mrbeast,3206546,108235,156000008
wUoxbm9MUc0,09/05/2022,mrbeast,632277,19405,18492610
A-vX1AGBGsc,31/01/2019,mrbeast,2523764,136866,134377650
_t9LL1VcG3Q,16/07/2022,mrbeast,372266,6699,13545273
T1QUEKLNPtA,05/07/2022,mrbeast,381271,14433,15014572
er5LLR2oCmg,28/07/2022,mrbeast,492024,41183,6968660
k_Xwk6Afo1U,30/07/2022,mrbeast,201509,9784,6383519
STiUV6XXG4E,12/08/2022,mrbeast,494889,23110,7715681
8GlEuSyQfcc,17/08/2022,mrbeast,61448,4080,1928710
ObMP3SxPVbs,24/08/2022,cnn,11244,6530,755642
LJx4AJNvyss,24/08/2022,cnn,544,614,53110
OfEtxu0xE2w,23/08/2022,cnn,6958,4724,288312
7SJA7_tz-kg,24/08/2022,cnn,656,1495,51269
GrCzvoXJgJo,24/08/2022,cnn,1120,9,66507
M7MGdGttFA8,17/08/2022,cnn,18730,6675,1101187
fdHTSbLo97Y,20/08/2022,cnn,13751,6364,791042
ARgPOUeTdAk,11/08/2022,cnn,8090,9231,537070
ml373MHAtXo,06/08/2022,cnn,29541,18044,873549
4ZIhGftS2lY,10/08/2022,cnn,4634,4005,366447
FQxSwZDkxRk,23/08/2022,cnn,2323,1979,83353
mjdR0qsxfjY,31/07/2022,cnn,5630,5028,386436
M8T8ejSpCnc,14/08/2022,cnn,7890,6193,462943
yIPVCi4VZts,24/08/2022,cnn,2521,1670,71652
YJ25XyrvuQ4,09/08/2022,cnn,12415,16954,1020152
P5je6gBx3EA,17/08/2022,cnn,3215,5058,288796
qvit3SUUmQE,02/08/2022,cnn,6465,10191,633520
0odYZZ4qACg,17/08/2022,cnn,4840,3004,251101
ZFPD_RTYNX8,13/08/2022,cnn,9069,10614,1084758
nQXtTbRrAVE,24/08/2022,cnn,1531,175,85359
slrYhhU7ybM,12/08/2022,cnn,5089,5964,454927
g4noYHiFVpU,17/08/2022,cnn,4836,12045,264809
sl9B4phBEII,11/08/2022,cnn,19359,13212,931636
TbJsAJ8i0W0,09/08/2022,cnn,6554,12194,549566
IKe7eS5xXSg,10/08/2022,cnn,8070,6888,576311
drQGaOJrJIA,17/08/2022,cnn,3847,3053,278240
OBT5GVaUCCo,08/08/2022,cnn,5936,4649,473122
3R_Ex5Xi5Nw,14/08/2022,cnn,31563,38618,1889320
8440F14wKGk,11/08/2022,cnn,7973,11184,749734
zAZ-GK-H_Ys,21/08/2022,cnn,11650,12453,438358
rJV014ojKPk,10/08/2022,cnn,7538,7921,566143
O15EHN6tlVM,18/08/2022,cnn,644,886,65137
uN930SNDLhQ,13/08/2022,cnn,5947,4890,393718
zzUn1prQ5Ps,13/08/2022,cnn,6164,8022,386949
1H-EWHVziNw,12/08/2022,cnn,11563,7302,620690
ytiob-SMu18,18/08/2022,cnn,12849,6876,858549
Rz-kH4QnSes,21/08/2022,cnn,9666,17218,713211
5DaVV221-yw,07/08/2022,cnn,6383,3955,591721
4giLq9Hwwx4,15/08/2022,cnn,25885,8813,1178354
_TY6ol9HtPA,19/08/2022,cnn,1274,1832,112418
Pg8JW5mv-x4,20/08/2022,cnn,4615,3057,278274
tif6K5B_JBM,14/08/2022,cnn,7402,5297,367781
uOqcqUBg0kA,18/08/2022,cnn,2983,4589,240447
wbKZgefrbbU,12/08/2022,cnn,16316,11467,1299714
SK4Pw4-HoWQ,11/08/2022,cnn,21111,9407,1203517
H21zuMPXbkA,18/08/2022,cnn,1862,4996,148992
yc33gDAfNJQ,05/08/2022,cnn,16641,9979,1195181
PmjxcmzXWKM,14/07/2022,cnn,8684,5762,475535
62Z4MnFIifY,09/08/2022,cnn,4898,9878,499461
nBzhjGblcJU,05/08/2022,cnn,13318,7773,657999
B2EnaKgF08M,11/08/2020,mathchemistry,1869,135,88980
pdyDmXtye2w,03/05/2022,mathchemistry,1777,194,64368
_AWZZP3J5Nw,03/12/2019,mathchemistry,4386,176,170305
eNsVaUCzvLA,28/08/2015,mathchemistry,132298,8115,4981769
grnP3mduZkM,13/08/2016,mathchemistry,61100,4466,3452571
k3rRrl9J2F4,04/02/2016,mathchemistry,49931,2293,2494758
WsQQvHm4lSw,10/09/2018,mathchemistry,37430,1375,1503148
LTXTeAt2mpg,04/12/2015,mathchemistry,542855,43802,18496859
bka20Q9TN6M,30/08/2016,mathchemistry,45800,1681,3588950
l2yuDvwYq5g,19/08/2018,mathchemistry,36655,1387,1433436
xPzR_D9qKeo,04/10/2019,mathchemistry,51924,3057,2110850
TlEpQgYBS0E,15/04/2013,mathchemistry,1,2,63
OmJ-4B-mS-Y,01/02/2017,mathchemistry,409962,10759,10330078
Hxd1TNgSuPg,03/04/2020,mathchemistry,31742,3089,1205719
V_vguZj_7FE,15/04/2013,mathchemistry,0,1,25
ax0yjzbSBa4,16/07/2020,biology,56774,2220,1011277
Q8ijKtdIRMQ,11/01/2017,biology,5902,274,313847
URUJD5NEXC8,18/03/2015,biology,396477,10721,23925458
vwAJ8ByQH2U,30/09/2018,biology,14687,328,689762
7xeFP0SEDdc,15/04/2019,biology,19915,1101,1471735
6v8djXa-IPQ,19/11/2017,biology,4293,110,287879
mFP_AjJeP-M,14/11/2020,biology,226135,15445,9629509
HdwzJLTLFqc,25/11/2021,biology,128800,4481,3526040
sweN8d4_MUg,24/05/2017,biology,105414,6858,3863719
ADiql3FG5is,17/09/2015,biology,65182,4679,9897790
iJi61NAIsjs,28/08/2021,biology,104645,7091,3455728
1tOx_Vh5diE,21/12/2021,biology,35432,528,832026
lgTbQlfOSKE,01/05/2021,biology,103946,4516,3779069
qPKHna_P9zE,22/06/2022,biology,41293,1941,1194593
wENhHnJI1ys,09/12/2017,biology,26530,818,602137
8kK2zwjRV0M,02/04/2012,biology,85704,4481,8639567
NNnIGh9g6fA,01/02/2011,biology,310947,15981,14800155
GimCcrwYxdE,18/12/2021,biology,83509,5086,2954971
OcNV3UeesoU,19/06/2021,biology,45821,2121,2359653
SqrRW3CMOzo,09/09/2021,biology,5000,293,252524
bFkIG9S2Mmg,16/10/2021,biology,46953,1690,1743151
YO244P1e9QM,12/02/2016,biology,65238,2121,5323008
XQgvsXQ6AyE,06/06/2019,biology,621,44,55643
CAUOhG_c4Go,29/01/2022,biology,16576,787,452937
VLBDVXLiWxQ,06/02/2021,biology,31665,1649,1045672
Wh2du5SOjmY,26/06/2021,biology,26731,1303,1251200
QnQe0xW_JY4,30/01/2012,biology,74180,7794,7556654
WpbUnPTAoB4,11/06/2021,biology,18852,750,767162
vsQYI5Ajwp4,30/07/2022,biology,15317,613,319489
pJ41WRSrrOo,04/03/2022,biology,29562,2363,595608
H8WJ2KENlK0,13/02/2012,biology,62343,4145,6225136
bBPtP4t2J1k,26/06/2009,biology,18353,2560,7073338
dgEYV2s8Pg4,24/06/2022,biology,23783,1290,513747
sQK3Yr4Sc_k,19/03/2012,biology,74324,6294,7428280
R1HAEGyk4Co,30/04/2022,biology,29581,1264,1097006
00jbG_cfGuQ,12/03/2012,biology,96215,6430,9552698
vXp9xKwUihM,20/06/2020,biology,1519,124,90926
HSVUtNRNcS4,01/04/2022,biology,17977,564,383734
SGxDv7XybSo,18/08/2019,biology,116596,43591,11792862
bo2Ape8JHqA,16/02/2009,biology,132214,5981,17716356
cj8dDTHGJBY,20/02/2012,biology,47947,3075,5054426
NXlTO0dti3k,07/10/2021,biology,43511,1773,747705
HVT3Y3_gHGg,06/02/2012,biology,48317,3805,4613023
xvWdIi6_fGg,29/03/2021,biology,13733,626,489332
ydqReeTV_vk,23/09/2017,biology,132562,6384,4418714
jxg-N7Ld3H0,01/02/2022,biology,44755,3214,1152562
F38BmgPcZ_I,04/06/2012,biology,28907,2438,2767666
b1t41Q3xRM8,30/12/2020,physics,42848,1350,1778635
ISdBAf-ysI0,20/03/2018,physics,68035,5549,7209027
TTHazQeM8v8,07/08/2020,physics,152531,3469,3270832
FMM7GWnAv0A,22/12/2021,physics,44412,1210,1346386
yWMKYID5fr8,24/01/2016,physics,12527,414,787667
v-aP1J-BdvE,01/06/2022,physics,29773,3299,880432
bUmULlGACEI,29/07/2021,physics,126685,4633,2817851
i_CijGuk7fw,28/08/2018,physics,22310,1177,1071023
3KC32Vymo0Q,16/10/2019,physics,237869,19276,8445210
ZihywtixUYo,28/11/2016,physics,236557,5640,4696990
SDxzZHSBhw0,13/03/2021,physics,19509,1072,928585
jKvjvW6a62c,24/08/2022,physics,3379,1381,132960
ARWBdfWpDyc,24/05/2016,physics,49795,2177,2796778
1Xp_imnO6WE,06/08/2014,physics,95001,7668,6312772
hYc97J2MZIo,20/10/2021,physics,40750,3577,1235556
-6IgkG5yZfo,02/01/2017,physics,10959,525,844015
JpKoT9AgSJo,10/07/2022,physics,6813,69,485266
K-Fc08X56R0,20/11/2019,physics,281680,11360,9033159
ntxC5KMC4y0,31/03/2022,physics,18403,1810,1429951
B1GO1HPLp7Y,06/06/2021,physics,62098,6272,2889074
0NbBjNiw4tk,15/08/2012,physics,296448,29736,19097087
CN16j8AHHuk,23/06/2020,physics,191691,5795,3182375
p118YbxFtGg,18/09/2021,physics,35004,2726,952869
c0Ir6O1JB-I,19/11/2019,physics,673896,41869,14835017
mYcLuWHzfmE,01/05/2021,physics,32717,1804,930267
4i1MUWJoI0U,15/09/2016,physics,20329,806,1331141
IzQsYnLz2Gc,26/01/2018,physics,122180,1942,8705503
aXg3edeUrtc,11/08/2022,physics,2012,143,72517
kpsu9_ql0-M,16/08/2022,physics,12994,521,234454
GBs8e2KRLDg,20/07/2022,physics,1346,198,106305
Ewp4HvlzNs0,12/06/2022,physics,7355,711,278584
k-vm3ZWnMWk,08/04/2022,physics,25394,2940,761574
3lTQqEehEhI,14/09/2020,physics,21123,560,745050
TFlVWf8JX4A,29/09/2016,physics,26210,856,1875721
77ZF50ve6rs,04/03/2016,physics,1194852,16417,42252029
Y5dylh2aOiw,26/02/2022,physics,188472,5901,13829574
pJpOxIksxXU,06/08/2021,physics,11961,334,495065
2WPA1L9uJqo,14/04/2022,physics,11420,896,596902
iDgJD-MarvU,04/07/2022,physics,10960,109,858731
Qi9ys2j1ncg,14/04/2022,physics,31942,7562,1089328
jxi-3WvWvGM,28/12/2020,physics,66353,2001,1546801
dHjWVlfNraM,31/05/2021,physics,7687,237,451843
LDTe8uFqbws,29/05/2021,physics,9154,1201,652244
SiHeMrHDlzs,26/02/2022,physics,11249,393,482269
pL2YfC-22Uc,29/08/2016,physics,20361,770,1539948
dHsxkaxRfnE,28/07/2022,physics,12193,196,1267276
g550H4e5FCY,09/01/2017,physics,27575,971,1761493
4JXjqaN97IY,18/06/2022,physics,962,100,30388
BickMFHAZR0,30/10/2012,physics,139552,7764,4235793
V2dPq92LToE,26/01/2020,physics,159719,4673,2029047
Tzl0ELY_TiM,28/02/2017,computer science,26902,1190,1248957
#NAME?,04/05/2022,computer science,55719,1606,802372
zOjov-2OZ0E,21/04/2020,computer science,131961,3037,4849924
SzJ46YA_RaA,06/09/2017,computer science,202969,3572,4801805
ReVeUvwTGdU,24/07/2018,computer science,186881,8575,7004107
EJiVWoFk8GA,06/08/2022,computer science,10317,757,165623
fOGdb1CTu5c,18/01/2022,computer science,128268,4356,4991078
O5nskjZ_GoI,22/02/2017,computer science,62009,1740,3134189
A45p5e86Lpw,21/09/2020,computer science,24508,1455,374241
k0GlqFrRQI0,01/06/2020,computer science,6806,774,215489
5q87K1WaoFI,18/08/2021,computer science,42940,1735,1407319
dh7IwmBQZeI,08/11/2021,computer science,13004,376,318419
2VpDcjFshJI,21/08/2017,computer science,8864,326,351985
xa6me8wou_k,03/07/2019,computer science,63890,2427,1732512
AnVBCyzNgaU,15/07/2016,computer science,2143,77,198844
FpMNs7H24X0,08/12/2014,computer science,10846,380,759857
c-41IY0bOGU,05/03/2020,computer science,11672,1285,302924
9uASADiYe_8,23/12/2021,computer science,33558,814,950825
OhuduvuenYQ,16/06/2022,computer science,752,53,16115
gI-qXk7XojA,08/03/2017,computer science,47204,1277,2302755
k6U-i4gXkLM,20/08/2009,computer science,61813,3416,6091315
ywBD6HiD8vQ,06/11/2020,computer science,4557,379,97136
sdDklIYkWA0,18/06/2022,computer science,1514,251,37830
TOSxb5aXKlk,14/07/2020,computer science,2596,177,56994
G6IN2UxMFpU,07/09/2020,computer science,7452,581,113080
eSFA1Fp8jcU,21/04/2018,computer science,59163,1583,1754969
rkZzg7Vowao,17/05/2022,computer science,62172,1458,1345420
5jmN_tBS0t4,21/07/2015,computer science,11911,1388,610308
FPu2S_qEN5s,27/08/2019,computer science,16747,1532,525081
